brand,model,type,strings,frets,price,mensuration,body,colour,descr,img
Ibanez,SA260FM-VLS,Stratocaster,6,22,50.000,25.5,огненный кленовый топ  корпус из красного дерева,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/426.html,C:/Users/user/ct/da/lab1-parser/imgs/426.jpg
Burny,RLC60 BLK LH,Les Paul,6,22,79.990,24.7,махагони,черный,C:/Users/user/ct/da/lab1-parser/descrs/427.html,C:/Users/user/ct/da/lab1-parser/imgs/427.jpg
Yamaha,Pacifica-120H VW,Stratocaster,6,22,61.990,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/428.html,C:/Users/user/ct/da/lab1-parser/imgs/428.jpg
Jackson,Pro SL2 - Mick T Sig. BLK,Superstrat,6,22,201.000,25.5,красное дерево,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/429.html,C:/Users/user/ct/da/lab1-parser/imgs/429.jpg
Gibson,2019 ES PAUL TRIBUTE SATIN CHERRY SUNBURST,Les Paul,6,22,264.000,25.5,махагони,вишневый,C:/Users/user/ct/da/lab1-parser/descrs/430.html,C:/Users/user/ct/da/lab1-parser/imgs/430.jpg
Cort,CR250-DBB,Les Paul,6,22,47.180,24.724,красное деревоволнистый клен,темно синий санберст,C:/Users/user/ct/da/lab1-parser/descrs/431.html,C:/Users/user/ct/da/lab1-parser/imgs/431.jpg
Dean,MLX CBK,Explorer,6,22,57.106,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/432.html,C:/Users/user/ct/da/lab1-parser/imgs/432.jpg
Magna,BES 4216 / ZAS,Stratocaster,6,22,30.470,25.5,махагон,зебра чернобелые круги,C:/Users/user/ct/da/lab1-parser/descrs/433.html,C:/Users/user/ct/da/lab1-parser/imgs/433.jpg
Fender,PLAYER STRAT HSS MN PWT,Stratocaster,6,22,131.000,25.5,ольха,черный,C:/Users/user/ct/da/lab1-parser/descrs/434.html,C:/Users/user/ct/da/lab1-parser/imgs/434.jpg
Yamaha,PACIFICA 012 RM,Stratocaster,6,22,27.990,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/435.html,C:/Users/user/ct/da/lab1-parser/imgs/435.jpg
Gibson,Les Paul Standard 50s Heritage Cherry Sunburst,Les Paul,6,22,525.000,25.5,махагони,вишневый,C:/Users/user/ct/da/lab1-parser/descrs/436.html,C:/Users/user/ct/da/lab1-parser/imgs/436.jpg
Cort,KX500MS-SDB KX Series,Stratocaster,7,22,69.010,255.354,болотный ясень  верх из волнистого тополя,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/437.html,C:/Users/user/ct/da/lab1-parser/imgs/437.jpg
Yamaha,Pacifica 212V FM TBS,Stratocaster,6,22,63.990,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/438.html,C:/Users/user/ct/da/lab1-parser/imgs/438.jpg
Ibanez,RG350DXZ-WH,Stratocaster,6,22,63.000,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/439.html,C:/Users/user/ct/da/lab1-parser/imgs/439.jpg
Dean,VMNT AOD,Stratocaster,6,22,223.375,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/440.html,C:/Users/user/ct/da/lab1-parser/imgs/440.jpg
FGN,Boundary Iliad BIL2M BK,Telecaster,6,22,59.990,25.5,липа,черный,C:/Users/user/ct/da/lab1-parser/descrs/441.html,C:/Users/user/ct/da/lab1-parser/imgs/441.jpg
EPIPHONE,Les Paul Standard 50s Heritage Cherry Sunburst,Les Paul,6,22,117.000,24.7,махагони,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/442.html,C:/Users/user/ct/da/lab1-parser/imgs/442.jpg
Schecter,SUN VALLEY SUPER SHREDDER PT-FR SFG,Telecaster,6,22,57.990,25.5,красное дерево махагон,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/443.html,C:/Users/user/ct/da/lab1-parser/imgs/443.jpg
Cort,CR200-BK,Les Paul,6,22,41.630,24.724,красное дерево,черный,C:/Users/user/ct/da/lab1-parser/descrs/444.html,C:/Users/user/ct/da/lab1-parser/imgs/444.jpg
Fender,SQUIER Affinity Telecaster Deluxe MN BLK,Telecaster,6,21,48.000,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/445.html,C:/Users/user/ct/da/lab1-parser/imgs/445.jpg
Epiphone,SG Standard Cherry,SG,6,22,106.000,24.7,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/446.html,C:/Users/user/ct/da/lab1-parser/imgs/446.jpg
Jackson,"JS32-8 DKA, AH FB STN BLK",Stratocaster,8,24,84.000,26.5,тополь,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/447.html,C:/Users/user/ct/da/lab1-parser/imgs/447.jpg
Gibson,2019 Explorer Antique Natural,Explorer,6,22,386.000,25.5,красное дерево,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/448.html,C:/Users/user/ct/da/lab1-parser/imgs/448.jpg
Solar,Guitars E2.6C,Stratocaster,6,22,119.990,24.7,махогани,carbon matte угольночерный матовый,C:/Users/user/ct/da/lab1-parser/descrs/449.html,C:/Users/user/ct/da/lab1-parser/imgs/449.jpg
Schecter,E-1 SLS ELITE BFB,Explorer,6,24,106.990,25.5,болотный ясень,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/450.html,C:/Users/user/ct/da/lab1-parser/imgs/450.jpg
Ibanez,RG320EXZ-BKF,Stratocaster,6,24,63.000,25.5,меранти,матовый чёрный,C:/Users/user/ct/da/lab1-parser/descrs/451.html,C:/Users/user/ct/da/lab1-parser/imgs/451.jpg
Fender,PLAYER STRAT MN BLK,Stratocaster,6,22,127.000,25.5,ольха,черный,C:/Users/user/ct/da/lab1-parser/descrs/452.html,C:/Users/user/ct/da/lab1-parser/imgs/452.jpg
Cort,X250-BK,Stratocaster,6,24,43.770,25.5,два выреза меранти,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/453.html,C:/Users/user/ct/da/lab1-parser/imgs/453.jpg
Ibanez,AR 420-VLS,Stratocaster,6,22,74.000,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/454.html,C:/Users/user/ct/da/lab1-parser/imgs/454.jpg
Gibson,LES PAUL CUSTOM WINE RED GOLD,Les Paul custom,6,22,362.000,25.5,махагони,черный,C:/Users/user/ct/da/lab1-parser/descrs/455.html,C:/Users/user/ct/da/lab1-parser/imgs/455.jpg
Ibanez,M80M-WK,Stratocaster,8,22,170.000,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/456.html,C:/Users/user/ct/da/lab1-parser/imgs/456.jpg
Schecter,C-8 DELUXE SBK,Stratocaster,8,24,48.500,28,липа,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/457.html,C:/Users/user/ct/da/lab1-parser/imgs/457.jpg
KRAMER,Focus VT-211S Purple,Stratocaster,6,22,24.100,64.7,красное дерево,фиолетовый,C:/Users/user/ct/da/lab1-parser/descrs/458.html,C:/Users/user/ct/da/lab1-parser/imgs/458.jpg
Jackson,"JS22 DKA, AH FB-MBL",Stratocaster,6,22,50.000,25.5,тополь,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/459.html,C:/Users/user/ct/da/lab1-parser/imgs/459.jpg
CARAYA,E233BK,Stratocaster,6,22,20.120,25.512,древесина твердых пород,черный,C:/Users/user/ct/da/lab1-parser/descrs/460.html,C:/Users/user/ct/da/lab1-parser/imgs/460.jpg
Dean,C 550F MWH,Stratocaster,6,22,59.665,25,ольха,белый,C:/Users/user/ct/da/lab1-parser/descrs/461.html,C:/Users/user/ct/da/lab1-parser/imgs/461.jpg
Schecter,DEMON S-II ABSN (SBK),Stratocaster,6,24,41.990,24.7,липа,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/462.html,C:/Users/user/ct/da/lab1-parser/imgs/462.jpg
Jackson,DKAF7-STAINED MAH,Superstrat,7,22,135.000,25.5,красное дерево,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/463.html,C:/Users/user/ct/da/lab1-parser/imgs/463.jpg
Yamaha,RGX121Z REDMETALLIC,Stratocaster,6,22,35.990,25.512,агатис,красный,C:/Users/user/ct/da/lab1-parser/descrs/464.html,C:/Users/user/ct/da/lab1-parser/imgs/464.jpg
Fender,PLAYER STRAT HSH PF TBS,Stratocaster,6,22,168.000,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/465.html,C:/Users/user/ct/da/lab1-parser/imgs/465.jpg
Ibanez,RG370AHMZ-SWK,Stratocaster,6,24,69.795,25.5,ясень,сильвер вэйв блэк,C:/Users/user/ct/da/lab1-parser/descrs/466.html,C:/Users/user/ct/da/lab1-parser/imgs/466.jpg
Epiphone,Explorer,Explorer,6,22,135.000,24.7,махагони,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/467.html,C:/Users/user/ct/da/lab1-parser/imgs/467.jpg
Schecter,DEMON-6 FR CRB,Stratocaster,6,24,52.990,25.5,липа,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/468.html,C:/Users/user/ct/da/lab1-parser/imgs/468.jpg
Encore,E99CSB,Les Paul,6,22,19.990,24.7,липа,санбёрст,C:/Users/user/ct/da/lab1-parser/descrs/469.html,C:/Users/user/ct/da/lab1-parser/imgs/469.jpg
Fender,SQUIER SQ CV 70s TELE DLX MN OWT,Telecaster,6,21,71.000,25.5,тополь,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/470.html,C:/Users/user/ct/da/lab1-parser/imgs/470.jpg
FGN,Boundary Iliad BIL2MHS BK,Telecaster,6,22,59.990,25.5,липа,черный,C:/Users/user/ct/da/lab1-parser/descrs/471.html,C:/Users/user/ct/da/lab1-parser/imgs/471.jpg
Ibanez,S6570SK-STB Prestige,Stratocaster,6,22,233.000,25.5,ольха,сансет,C:/Users/user/ct/da/lab1-parser/descrs/472.html,C:/Users/user/ct/da/lab1-parser/imgs/472.jpg
Schecter,NICK JOHNSTON TRAD H/S/S AGRN,Stratocaster,6,22,74.500,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/473.html,C:/Users/user/ct/da/lab1-parser/imgs/473.jpg
CARAYA,E232FTBK,Stratocaster,6,22,20.790,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/474.html,C:/Users/user/ct/da/lab1-parser/imgs/474.jpg
Epiphone,LES PAUL STUDIO WORN CHERRY CH HDWE,Les Paul studio,6,22,32.927,62.8,махагони,красный,C:/Users/user/ct/da/lab1-parser/descrs/475.html,C:/Users/user/ct/da/lab1-parser/imgs/475.jpg
Jackson,PRO DK MODERN ASH HT7 - BK BLU,Stratocaster,7,24,293.000,25.5,ясень,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/476.html,C:/Users/user/ct/da/lab1-parser/imgs/476.jpg
Schecter,DEMON-7 CRB,Stratocaster,7,24,52.990,26.5,липа,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/477.html,C:/Users/user/ct/da/lab1-parser/imgs/477.jpg
Fender,SQUIER SQ CV 70s STRAT HSS MN,Stratocaster,6,22,67.000,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/478.html,C:/Users/user/ct/da/lab1-parser/imgs/478.jpg
Jackson,"JS1X DK, Minion, AH FB-BLK",Stratocaster,6,22,38.000,25.5,тополь,черный,C:/Users/user/ct/da/lab1-parser/descrs/479.html,C:/Users/user/ct/da/lab1-parser/imgs/479.jpg
Ibanez,AZ2204-ICM,Stratocaster,6,22,219.000,25.5,ольха,ice blue metallic,C:/Users/user/ct/da/lab1-parser/descrs/480.html,C:/Users/user/ct/da/lab1-parser/imgs/480.jpg
Cort,KX100-IO,Stratocaster,6,22,19.850,24.724,американская липа,серый металлик,C:/Users/user/ct/da/lab1-parser/descrs/481.html,C:/Users/user/ct/da/lab1-parser/imgs/481.jpg
Fender,PLAYER TELE MN PWT,Telecaster,6,22,160.000,25.5,ольха,белый,C:/Users/user/ct/da/lab1-parser/descrs/482.html,C:/Users/user/ct/da/lab1-parser/imgs/482.jpg
Schecter,PT SPECIAL BLKP,Telecaster,6,22,63.990,25.5,болотный ясень,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/483.html,C:/Users/user/ct/da/lab1-parser/imgs/483.jpg
Yamaha,PACIFICA 012 DBM,Stratocaster,6,22,27.990,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/484.html,C:/Users/user/ct/da/lab1-parser/imgs/484.jpg
CARAYA,E239CS,Les Paul,6,22,28.330,24.724,древесина твердых пород,санберст,C:/Users/user/ct/da/lab1-parser/descrs/485.html,C:/Users/user/ct/da/lab1-parser/imgs/485.jpg
Dean,V 79 TBZ,Stratocaster,6,22,101.990,24,ольха,trans brazilia,C:/Users/user/ct/da/lab1-parser/descrs/486.html,C:/Users/user/ct/da/lab1-parser/imgs/486.jpg
Fender,SPECIAL EDITION CUSTOM TELECASTER RW HH BLACK CHERRY BURST,Telecaster,6,22,71.029,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/487.html,C:/Users/user/ct/da/lab1-parser/imgs/487.jpg
Fender,SQUIER SE SPECIAL/SQUIER SP-10 AMPLIFIER - SUNBURST,Stratocaster,6,22,27.400,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/488.html,C:/Users/user/ct/da/lab1-parser/imgs/488.jpg
Ibanez,PREMIUM JEM77P-BFP BLUE FLORAL PATTERN,Stratocaster,6,24,182.000,25.5,липа,синяя графика,C:/Users/user/ct/da/lab1-parser/descrs/489.html,C:/Users/user/ct/da/lab1-parser/imgs/489.jpg
Phil,Pro ML-805A/BLS,"Superstrat, выпуклый верх",6,24,16.025,25.5,ольха верх из волнистого клёна,синий,C:/Users/user/ct/da/lab1-parser/descrs/490.html,C:/Users/user/ct/da/lab1-parser/imgs/490.jpg
Schecter,OMEN 8 VWHT,Stratocaster,8,24,52.990,26.5,липа,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/491.html,C:/Users/user/ct/da/lab1-parser/imgs/491.jpg
EPIPHONE,LES PAUL BLACK BEAUTY EBONY 3 PICKUP,Les Paul,6,22,57.000,25.512,махагони,черный,C:/Users/user/ct/da/lab1-parser/descrs/492.html,C:/Users/user/ct/da/lab1-parser/imgs/492.jpg
Schecter,C-7 DELUXE SBK L/H,Stratocaster,7,24,41.350,26.5,липа,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/493.html,C:/Users/user/ct/da/lab1-parser/imgs/493.jpg
CARAYA,E201STB,Stratocaster,6,22,15.090,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/494.html,C:/Users/user/ct/da/lab1-parser/imgs/494.jpg
Fender,Stratocaster JIMI HENDRIX STRAT MN OWT,Stratocaster,6,22,207.000,25.5,ольха,белый,C:/Users/user/ct/da/lab1-parser/descrs/495.html,C:/Users/user/ct/da/lab1-parser/imgs/495.jpg
Yamaha,PACIFICA 212VQM TBS,Stratocaster,6,22,63.990,25.5,клен  ольха  стеганый ламинированный клен,tobacco brown sunburst,C:/Users/user/ct/da/lab1-parser/descrs/496.html,C:/Users/user/ct/da/lab1-parser/imgs/496.jpg
Solar,Guitars A2.7C LH,Stratocaster,7,24,119.990,26.5,махогани,черный матовый,C:/Users/user/ct/da/lab1-parser/descrs/497.html,C:/Users/user/ct/da/lab1-parser/imgs/497.jpg
Fender,PLAYER STRAT HSS PF 3TS,Stratocaster,6,22,131.000,25.5,ольха,черный,C:/Users/user/ct/da/lab1-parser/descrs/498.html,C:/Users/user/ct/da/lab1-parser/imgs/498.jpg
Epiphone,Les Paul Studio Wine Red,Les Paul,6,22,98.000,24.7,махагони,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/499.html,C:/Users/user/ct/da/lab1-parser/imgs/499.jpg
Cort,KX500-Etched-EBK с фирменным чехлом,Stratocaster,6,22,72.690,25.512,красное дерево  верх из капа ясеня пескоструйная обработка,травленый черный,C:/Users/user/ct/da/lab1-parser/descrs/500.html,C:/Users/user/ct/da/lab1-parser/imgs/500.jpg
Dean,Deceiver DM,Stratocaster,6,22,44.845,24,красное дерево,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/501.html,C:/Users/user/ct/da/lab1-parser/imgs/501.jpg
Schecter,SGR C-7 MSBK,Stratocaster,7,22,20.990,25.5,липа,металлический черный,C:/Users/user/ct/da/lab1-parser/descrs/502.html,C:/Users/user/ct/da/lab1-parser/imgs/502.jpg
FGN,Boundary Iliad BIL2M 3TS,Telecaster,6,22,59.990,25.5,липа,3хцветный санберст,C:/Users/user/ct/da/lab1-parser/descrs/503.html,C:/Users/user/ct/da/lab1-parser/imgs/503.jpg
Dean,ML 79 TBZ,Explorer,6,22,96.247,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/504.html,C:/Users/user/ct/da/lab1-parser/imgs/504.jpg
Epiphone,1959 Les Paul Standard Aged Dark Burst,Stratocaster,6,22,176.000,24.7,махагони,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/505.html,C:/Users/user/ct/da/lab1-parser/imgs/505.jpg
Dean,ML SEL CBK,Stratocaster,6,22,149.934,95.827,махагон,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/506.html,C:/Users/user/ct/da/lab1-parser/imgs/506.jpg
Ibanez,RGA42EX-BAM,Stratocaster,6,24,50.000,25.5,меранти,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/507.html,C:/Users/user/ct/da/lab1-parser/imgs/507.jpg
Blackstar,Carry On Deluxe White,Stratocaster,6,22,39.990,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/508.html,C:/Users/user/ct/da/lab1-parser/imgs/508.jpg
Schecter,OMEN EXTREME-6 FR BCH,Stratocaster,6,24,51.990,25.5,махагон,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/509.html,C:/Users/user/ct/da/lab1-parser/imgs/509.jpg
Cort,X-11-QMGRB,Stratocaster,6,22,30.190,25.512,липаволнистый клен,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/510.html,C:/Users/user/ct/da/lab1-parser/imgs/510.jpg
Dean,VX FM CHB,Stratocaster,6,22,65.488,24,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/511.html,C:/Users/user/ct/da/lab1-parser/imgs/511.jpg
EPIPHONE,Les Paul Studio Smokehouse Burst,Les Paul,6,22,98.000,24.7,махагони,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/512.html,C:/Users/user/ct/da/lab1-parser/imgs/512.jpg
Encore,LH-E6BLK,Stratocaster,6,22,15.990,25.5,липа,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/513.html,C:/Users/user/ct/da/lab1-parser/imgs/513.jpg
IBANEZ,RG421MSP-TSP,Stratocaster,6,24,55.000,25.5,меранти,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/514.html,C:/Users/user/ct/da/lab1-parser/imgs/514.jpg
Fender,Ritchie Blackmore Strat Owt,Stratocaster,6,22,216.000,25.5,ольха,белый,C:/Users/user/ct/da/lab1-parser/descrs/515.html,C:/Users/user/ct/da/lab1-parser/imgs/515.jpg
Schecter,SGR 006 FR BLK,Stratocaster,6,22,22.255,25.5,липа,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/516.html,C:/Users/user/ct/da/lab1-parser/imgs/516.jpg
Fender,"American Original '50s Telecaster, Maple Fingerboard Butterscotch Blonde",Telecaster,6,22,296.000,25.5,ясень,кремовый butterscotch blonde,C:/Users/user/ct/da/lab1-parser/descrs/517.html,C:/Users/user/ct/da/lab1-parser/imgs/517.jpg
VINTAGE,V6HMBB,Stratocaster,6,22,29.990,25.5,американская ольха,черный,C:/Users/user/ct/da/lab1-parser/descrs/518.html,C:/Users/user/ct/da/lab1-parser/imgs/518.jpg
Cort,X-2-BK X Series,Stratocaster,6,24,15.900,25.512,липа,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/519.html,C:/Users/user/ct/da/lab1-parser/imgs/519.jpg
Ibanez,RG550-RF,Stratocaster,6,22,106.000,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/520.html,C:/Users/user/ct/da/lab1-parser/imgs/520.jpg
Dean,VXL CBK,Stratocaster,6,22,53.768,24,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/521.html,C:/Users/user/ct/da/lab1-parser/imgs/521.jpg
Cort,Sunset-TC-OPBR,Stratocaster,6,22,41.420,25.512,ясень,красный burgundy red,C:/Users/user/ct/da/lab1-parser/descrs/522.html,C:/Users/user/ct/da/lab1-parser/imgs/522.jpg
Schecter,OMEN EXTREME-6 FR VSB,Stratocaster,6,24,51.990,25.5,махагон,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/523.html,C:/Users/user/ct/da/lab1-parser/imgs/523.jpg
Dean,VN1F GN Vendetta 1.0 Floyd,Stratocaster,6,22,26.880,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/524.html,C:/Users/user/ct/da/lab1-parser/imgs/524.jpg
Epiphone,CASINO NATURAL,Stratocaster,6,22,145.000,25.5,клен,санберст,C:/Users/user/ct/da/lab1-parser/descrs/525.html,C:/Users/user/ct/da/lab1-parser/imgs/525.jpg
Fender,SQUIER SQ CV 60s MUSTANG LRL SNB,Mustang,6,22,67.000,25.5,тополь,голубой,C:/Users/user/ct/da/lab1-parser/descrs/526.html,C:/Users/user/ct/da/lab1-parser/imgs/526.jpg
Gibson,2019 Les Paul Classic Heritage Cherry Sunburst,Les Paul,6,22,447.000,25.5,красное дерево,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/527.html,C:/Users/user/ct/da/lab1-parser/imgs/527.jpg
Charvel,PM SD2 HH JOE D STN WHT,San Dimas,6,22,132.000,25.5,нато,белый,C:/Users/user/ct/da/lab1-parser/descrs/528.html,C:/Users/user/ct/da/lab1-parser/imgs/528.jpg
Epiphone,PROPHECY LES PAUL CUSTOM PLUS EX MIDNIGHT SAPPHIRE,Les Paul,6,24,72.000,25.5,махагони,черная вишня,C:/Users/user/ct/da/lab1-parser/descrs/529.html,C:/Users/user/ct/da/lab1-parser/imgs/529.jpg
Jackson,"JS32Q DKA, AH FB-TR BL",Stratocaster,6,24,84.000,25.5,топольклён,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/530.html,C:/Users/user/ct/da/lab1-parser/imgs/530.jpg
Schecter,BANSHEE-7 EXTREME CB,Stratocaster,7,24,54.890,26.5,красное дерево махагон,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/531.html,C:/Users/user/ct/da/lab1-parser/imgs/531.jpg
Cort,CR200-FBL Classic Rock,Les Paul,6,22,45.790,24.724,красное дерево,синий,C:/Users/user/ct/da/lab1-parser/descrs/532.html,C:/Users/user/ct/da/lab1-parser/imgs/532.jpg
CARAYA,E 210 BS,Stratocaster,6,22,14.480,25.512,древесина твердых пород,коричневый санберст,C:/Users/user/ct/da/lab1-parser/descrs/533.html,C:/Users/user/ct/da/lab1-parser/imgs/533.jpg
Fernandes,RX08 MTR,Stratocaster,6,24,39.990,25.512,ольха,black,C:/Users/user/ct/da/lab1-parser/descrs/534.html,C:/Users/user/ct/da/lab1-parser/imgs/534.jpg
Schecter,HELLRAISER C-7 BCH,Stratocaster,7,24,91.990,26.5,красное дерево,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/535.html,C:/Users/user/ct/da/lab1-parser/imgs/535.jpg
Ibanez,RG652AHM,Superstrat,6,22,168.000,25.5,ясень,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/536.html,C:/Users/user/ct/da/lab1-parser/imgs/536.jpg
Yamaha,RGX121Z FLATSILVER,Stratocaster,6,22,35.990,25.512,агатис,красный,C:/Users/user/ct/da/lab1-parser/descrs/537.html,C:/Users/user/ct/da/lab1-parser/imgs/537.jpg
YAMAHA,PACIFICA611VFM TBL,Stratocaster,6,22,109.990,25.512,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/538.html,C:/Users/user/ct/da/lab1-parser/imgs/538.jpg
Dean,ML XL CBK,Explorer,6,22,59.834,24,ольха,черный,C:/Users/user/ct/da/lab1-parser/descrs/539.html,C:/Users/user/ct/da/lab1-parser/imgs/539.jpg
FGN,Boundary Odyssey BOS2GHH SWH,Stratocaster,6,22,54.990,25.5,липа,белый,C:/Users/user/ct/da/lab1-parser/descrs/540.html,C:/Users/user/ct/da/lab1-parser/imgs/540.jpg
GRETSCH,G2210 STRML JR JET CLB GNMTL,Les Paul,6,22,65.000,25.5,ольха,серозеленый,C:/Users/user/ct/da/lab1-parser/descrs/541.html,C:/Users/user/ct/da/lab1-parser/imgs/541.jpg
Dean,Zoltan AR-6 Flame Top,Explorer,6,22,180.782,25.5,красное дерево,high gloss natural,C:/Users/user/ct/da/lab1-parser/descrs/542.html,C:/Users/user/ct/da/lab1-parser/imgs/542.jpg
Rockdale,DS-ST112-SB,Stratocaster,6,22,8.400,25.5,липа,полупрозрачный красный,C:/Users/user/ct/da/lab1-parser/descrs/543.html,C:/Users/user/ct/da/lab1-parser/imgs/543.jpg
Cort,X700-Mutility-BKS X Series,Stratocaster,6,24,97.760,24.7,красное дерево топ из клена и ясеня,черный матовый,C:/Users/user/ct/da/lab1-parser/descrs/544.html,C:/Users/user/ct/da/lab1-parser/imgs/544.jpg
JACKSON,X Series Soloist™ SLX,Soloist,6,22,61.406,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/545.html,C:/Users/user/ct/da/lab1-parser/imgs/545.jpg
Fender,Jim Root Stratocaster 2010 - RW-Black,Stratocaster,6,22,316.000,25.5,махагони,черный,C:/Users/user/ct/da/lab1-parser/descrs/546.html,C:/Users/user/ct/da/lab1-parser/imgs/546.jpg
Dean,VN1 Vendetta 1.0 Gloss Natural,Stratocaster,6,22,30.676,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/547.html,C:/Users/user/ct/da/lab1-parser/imgs/547.jpg
Cort,G110-CGN,Stratocaster,6,22,21.210,25.472,тополь,зеленый,C:/Users/user/ct/da/lab1-parser/descrs/548.html,C:/Users/user/ct/da/lab1-parser/imgs/548.jpg
EPIPHONE,Firebird Vintage Sunburst,Firebird,6,22,135.000,25.5,красное дерево,vintage sunburst  винтажный санберст,C:/Users/user/ct/da/lab1-parser/descrs/549.html,C:/Users/user/ct/da/lab1-parser/imgs/549.jpg
Fender,SQUIER Affinity Jazzmaster LRL BGM,Stratocaster,6,21,48.000,25.5,тополь,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/550.html,C:/Users/user/ct/da/lab1-parser/imgs/550.jpg
Schecter,SGR SOLO II BLK,Stratocaster,6,22,20.500,24.7,липа,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/551.html,C:/Users/user/ct/da/lab1-parser/imgs/551.jpg
Fender,PLAYER STRAT HSS MN BCR,Stratocaster,6,22,131.000,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/552.html,C:/Users/user/ct/da/lab1-parser/imgs/552.jpg
Ibanez,UV70P-BK,Stratocaster,7,22,167.000,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/553.html,C:/Users/user/ct/da/lab1-parser/imgs/553.jpg
Yamaha,PACIFICA112VM GR,Stratocaster,6,22,50.990,25.472,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/554.html,C:/Users/user/ct/da/lab1-parser/imgs/554.jpg
Epiphone,SG Muse Radio Blue Metallic,SG,6,22,100.000,24.7,махагони,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/555.html,C:/Users/user/ct/da/lab1-parser/imgs/555.jpg
