brand,model,type,strings,frets,price,mensuration,body,colour,descr,img
Gibson,2019 SG TRIBUTE NATURAL WALNUT,SG,6,22,244.000,62.8,красное дерево,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/297.html,C:/Users/user/ct/da/lab1-parser/imgs/297.jpg
Ibanez,GRX20-BK BLACK,Stratocaster,6,22,21.700,25.5,тополь,черный,C:/Users/user/ct/da/lab1-parser/descrs/298.html,C:/Users/user/ct/da/lab1-parser/imgs/298.jpg
Jackson,"JS12 DK, AH FB, 24 Ft BLK",Stratocaster,6,24,49.000,25.5,тополь,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/299.html,C:/Users/user/ct/da/lab1-parser/imgs/299.jpg
Gibson,FLYING V 120 EBONY,Stratocaster,6,24,156.265,24.7,махагони,черный,C:/Users/user/ct/da/lab1-parser/descrs/300.html,C:/Users/user/ct/da/lab1-parser/imgs/300.jpg
Ibanez,GRGR131EX-BKF,Stratocaster,6,24,27.600,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/301.html,C:/Users/user/ct/da/lab1-parser/imgs/301.jpg
Fender,PLAYER TELE MN BLK,Telecaster,6,22,120.471,25.5,ольха,белый,C:/Users/user/ct/da/lab1-parser/descrs/302.html,C:/Users/user/ct/da/lab1-parser/imgs/302.jpg
Ibanez,PRESTIGE JS2450-MCP MUSCLE CAR PURPLE,Stratocaster,6,24,275.000,25.5,ольха,фиолетовый,C:/Users/user/ct/da/lab1-parser/descrs/303.html,C:/Users/user/ct/da/lab1-parser/imgs/303.jpg
Cort,G110-RD,Stratocaster,6,22,9.830,25.472,тополь,красный,C:/Users/user/ct/da/lab1-parser/descrs/304.html,C:/Users/user/ct/da/lab1-parser/imgs/304.jpg
Yamaha,ERG121UBL,Stratocaster,6,22,27.990,25.512,липа,черный,C:/Users/user/ct/da/lab1-parser/descrs/305.html,C:/Users/user/ct/da/lab1-parser/imgs/305.jpg
Fender,Squier Bullet Strat Tremolo HSS RW Arctic White,Stratocaster,6,21,16.100,25.5,липа,белый,C:/Users/user/ct/da/lab1-parser/descrs/306.html,C:/Users/user/ct/da/lab1-parser/imgs/306.jpg
Epiphone,Les Paul Express Ebony,Les Paul,6,21,18.500,25.5,красное дерево,черное дерево ebony,C:/Users/user/ct/da/lab1-parser/descrs/307.html,C:/Users/user/ct/da/lab1-parser/imgs/307.jpg
Schecter,Omen-8 BLK L/H,Stratocaster,8,22,55.990,25.5,липа,глянцевый черный,C:/Users/user/ct/da/lab1-parser/descrs/308.html,C:/Users/user/ct/da/lab1-parser/imgs/308.jpg
Cort,CR300-ATB,Les Paul,6,22,51.340,24.724,красное дерево  15мм кленовый верх,винтажный санберст,C:/Users/user/ct/da/lab1-parser/descrs/309.html,C:/Users/user/ct/da/lab1-parser/imgs/309.jpg
Cort,X-2-LH-BK X Series,Stratocaster,6,22,17.250,25.512,липа,черный,C:/Users/user/ct/da/lab1-parser/descrs/310.html,C:/Users/user/ct/da/lab1-parser/imgs/310.jpg
Squier,"Contemporary Active Jazzmaster® HH ST, Laurel Fingerboard",Jazzmaster,6,22,64.000,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/311.html,C:/Users/user/ct/da/lab1-parser/imgs/311.jpg
Fender,PLAYER STRAT PF PWT,Stratocaster,6,22,127.000,25.5,ольха,черный,C:/Users/user/ct/da/lab1-parser/descrs/312.html,C:/Users/user/ct/da/lab1-parser/imgs/312.jpg
Fender,PLAYER STRAT HSS MN BLK,Stratocaster,6,22,158.000,25.5,ольха,черный,C:/Users/user/ct/da/lab1-parser/descrs/313.html,C:/Users/user/ct/da/lab1-parser/imgs/313.jpg
Schecter,REAPER-7 MS SATIN CHARCOAL BURST (SCB),Stratocaster,7,24,85.990,25.5,болотный ясень,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/314.html,C:/Users/user/ct/da/lab1-parser/imgs/314.jpg
Ibanez,RGRT421-WK,Stratocaster,6,24,56.000,25.5,махагони,вэзэред блэк,C:/Users/user/ct/da/lab1-parser/descrs/315.html,C:/Users/user/ct/da/lab1-parser/imgs/315.jpg
Dean,RZR DB CBK NC,Explorer,6,22,64.742,24,ольха,черный,C:/Users/user/ct/da/lab1-parser/descrs/316.html,C:/Users/user/ct/da/lab1-parser/imgs/316.jpg
Schecter,C-6 DELUXE LH SBK,Stratocaster,6,24,36.990,25.5,липа,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/317.html,C:/Users/user/ct/da/lab1-parser/imgs/317.jpg
Gibson,2019 SG TRIBUTE VINTAGE CHERRY SATIN,SG,6,22,244.000,62.8,красное дерево,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/318.html,C:/Users/user/ct/da/lab1-parser/imgs/318.jpg
Ibanez,GRX40-BKN,Stratocaster,6,22,23.500,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/319.html,C:/Users/user/ct/da/lab1-parser/imgs/319.jpg
Ibanez,RG652AHMFX-NGB PRESTIGE,Stratocaster,6,22,155.000,25.5,ольха,синезеленый бёрст,C:/Users/user/ct/da/lab1-parser/descrs/320.html,C:/Users/user/ct/da/lab1-parser/imgs/320.jpg
Fender,PLAYER TELE MN 3TS,Telecaster,6,22,144.000,25.5,ольха,белый,C:/Users/user/ct/da/lab1-parser/descrs/321.html,C:/Users/user/ct/da/lab1-parser/imgs/321.jpg
Ibanez,GIO GRG140-WH,Stratocaster,6,24,29.600,25.5,липа,white белый,C:/Users/user/ct/da/lab1-parser/descrs/322.html,C:/Users/user/ct/da/lab1-parser/imgs/322.jpg
Fender,SQUIER SQ CV 60s JAZZMASTER LRL 3TS,Jazzmaster,6,21,67.000,25.5,тополь,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/323.html,C:/Users/user/ct/da/lab1-parser/imgs/323.jpg
Cort,M600 BC,Stratocaster,6,22,34.440,24.764,ольха,black cherry тёмная вишня,C:/Users/user/ct/da/lab1-parser/descrs/324.html,C:/Users/user/ct/da/lab1-parser/imgs/324.jpg
Yamaha,Pacifica 112VSB,Stratocaster,6,22,58.990,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/325.html,C:/Users/user/ct/da/lab1-parser/imgs/325.jpg
Jackson,"JS11 DK, AH FB, 22 Fr MT RD",Stratocaster,6,22,49.000,25.5,тополь,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/326.html,C:/Users/user/ct/da/lab1-parser/imgs/326.jpg
Clevan,CX-13MBK,Stratocaster,6,22,17.420,25.5,агатис,черный,C:/Users/user/ct/da/lab1-parser/descrs/327.html,C:/Users/user/ct/da/lab1-parser/imgs/327.jpg
Fender,"PLAYER STRATOCASTER® HSS, PAU FERRO FINGERBOARD CAPRI ORANGE",Stratocaster,6,22,123.294,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/328.html,C:/Users/user/ct/da/lab1-parser/imgs/328.jpg
Gibson,2019 Les Paul Studio Ebony,Les Paul studio,6,22,305.882,24.7,красное дерево,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/329.html,C:/Users/user/ct/da/lab1-parser/imgs/329.jpg
Jackson,"JS32T KV, AH FB, S-THRU GLOSS BLACK",King V,6,22,68.000,25.5,тополь,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/330.html,C:/Users/user/ct/da/lab1-parser/imgs/330.jpg
Ibanez,S521-BBS BLACKBERRY SUNBURST,Stratocaster,6,24,54.000,25.5,махагони,натуральный,C:/Users/user/ct/da/lab1-parser/descrs/331.html,C:/Users/user/ct/da/lab1-parser/imgs/331.jpg
Jackson,"JS11 DK, AH FB, 22 Fr MT BL",Stratocaster,6,22,45.000,25.5,тополь,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/332.html,C:/Users/user/ct/da/lab1-parser/imgs/332.jpg
Ibanez,GRG 7221QA-TKS GRG 7-STRING,Stratocaster,7,22,38.000,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/333.html,C:/Users/user/ct/da/lab1-parser/imgs/333.jpg
Schecter,OMEN EXTREME-6 L/H BCH,Stratocaster,6,24,51.500,25.5,махагон,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/334.html,C:/Users/user/ct/da/lab1-parser/imgs/334.jpg
DEAN,ZERO TRUST,Explorer,6,22,48.026,25.5,красное дерево,графика in deth we trust,C:/Users/user/ct/da/lab1-parser/descrs/335.html,C:/Users/user/ct/da/lab1-parser/imgs/335.jpg
Ibanez,S520-WK,Stratocaster,6,24,70.000,25.5,махагони,черный,C:/Users/user/ct/da/lab1-parser/descrs/336.html,C:/Users/user/ct/da/lab1-parser/imgs/336.jpg
Homage,HEG341BL,Stratocaster,6,22,13.180,25.5,ольха,синий,C:/Users/user/ct/da/lab1-parser/descrs/337.html,C:/Users/user/ct/da/lab1-parser/imgs/337.jpg
Yamaha,Pacifica 120HVYNS,Stratocaster,6,22,61.990,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/338.html,C:/Users/user/ct/da/lab1-parser/imgs/338.jpg
Jackson,JS32 DKA-M Dinky White,Stratocaster,6,24,77.000,25.5,липа,белый,C:/Users/user/ct/da/lab1-parser/descrs/339.html,C:/Users/user/ct/da/lab1-parser/imgs/339.jpg
Jackson,DKAF8-BLACK,Superstrat,8,22,134.000,25.5,красное дерево,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/340.html,C:/Users/user/ct/da/lab1-parser/imgs/340.jpg
CARAYA,E 200 BK,Stratocaster,6,22,15.650,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/341.html,C:/Users/user/ct/da/lab1-parser/imgs/341.jpg
Ibanez,RGA42FM-BLF,Stratocaster,6,22,50.000,25.5,ольха,голубая лагуна,C:/Users/user/ct/da/lab1-parser/descrs/342.html,C:/Users/user/ct/da/lab1-parser/imgs/342.jpg
Epiphone,Les Paul Special VE Vintage Sunburst,Les Paul,6,22,44.000,25.5,тополь,cherry sunburst  вишневый санберст,C:/Users/user/ct/da/lab1-parser/descrs/343.html,C:/Users/user/ct/da/lab1-parser/imgs/343.jpg
Cort,CR100-BK,Les Paul,6,22,28.590,24.724,красное дерево,красный санберст,C:/Users/user/ct/da/lab1-parser/descrs/344.html,C:/Users/user/ct/da/lab1-parser/imgs/344.jpg
Fender,Jim Root Jazzmaster® Black Satin,Jazzmaster,6,22,371.000,25.5,красное дерево,черный,C:/Users/user/ct/da/lab1-parser/descrs/345.html,C:/Users/user/ct/da/lab1-parser/imgs/345.jpg
Yamaha,Pacifica 311H RM,Stratocaster,6,22,66.990,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/346.html,C:/Users/user/ct/da/lab1-parser/imgs/346.jpg
Cort,X250-TDP,Stratocaster,6,24,33.900,25.5,два выреза меранти,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/347.html,C:/Users/user/ct/da/lab1-parser/imgs/347.jpg
Gibson,2019 SG Standard Heritage Cherry,SG standard,6,22,345.000,62.8,красное дерево,heritage cherry,C:/Users/user/ct/da/lab1-parser/descrs/348.html,C:/Users/user/ct/da/lab1-parser/imgs/348.jpg
Burny,RLC60JS BLK,Les Paul,6,22,59.990,24.7,махагони,черный,C:/Users/user/ct/da/lab1-parser/descrs/349.html,C:/Users/user/ct/da/lab1-parser/imgs/349.jpg
Dean,RZR SHG Dimebag Razorback Shard Graphic,Explorer,6,22,58.240,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/350.html,C:/Users/user/ct/da/lab1-parser/imgs/350.jpg
Aria,615-MK2 MBWH,Telecaster,6,22,20.990,25.512,тополь,mbwh marble white  мраморный белый,C:/Users/user/ct/da/lab1-parser/descrs/351.html,C:/Users/user/ct/da/lab1-parser/imgs/351.jpg
Jackson,"JS32T RR, AH FB, S-THRU SATIN BLACK",Rhoads,6,22,96.000,25.5,тополь,черный,C:/Users/user/ct/da/lab1-parser/descrs/352.html,C:/Users/user/ct/da/lab1-parser/imgs/352.jpg
Ibanez,Grx70qa-Tbb,Stratocaster,6,22,25.800,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/353.html,C:/Users/user/ct/da/lab1-parser/imgs/353.jpg
Fender,SQUIER Affinity Stratocaster HH LRL OLW,Stratocaster,6,21,51.850,25.5,ольха,белый,C:/Users/user/ct/da/lab1-parser/descrs/354.html,C:/Users/user/ct/da/lab1-parser/imgs/354.jpg
Encore,E99WR,Les Paul,6,22,19.990,24.7,липа,красный,C:/Users/user/ct/da/lab1-parser/descrs/355.html,C:/Users/user/ct/da/lab1-parser/imgs/355.jpg
Fender,"AMERICAN PERFORMER TELECASTER®, RW HONEY BURST",Telecaster,6,22,260.706,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/356.html,C:/Users/user/ct/da/lab1-parser/imgs/356.jpg
Schecter,SGR C-1 BLK LH,Stratocaster,6,24,21.350,25.5,липа,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/357.html,C:/Users/user/ct/da/lab1-parser/imgs/357.jpg
CARAYA,E235BK,Stratocaster,6,22,20.180,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/358.html,C:/Users/user/ct/da/lab1-parser/imgs/358.jpg
Blackstar,( CARRION-PCK-BLK) Carry On Back,Stratocaster,6,22,29.990,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/359.html,C:/Users/user/ct/da/lab1-parser/imgs/359.jpg
Jackson,"JS22 DK, AH FB SBK",Superstrat,6,22,43.000,25.5,тополь,черный,C:/Users/user/ct/da/lab1-parser/descrs/360.html,C:/Users/user/ct/da/lab1-parser/imgs/360.jpg
Jackson,JS32 KELLY AH FB - WHT,Explorer,6,22,70.000,25.5,липа,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/361.html,C:/Users/user/ct/da/lab1-parser/imgs/361.jpg
Fender,PLAYER STRAT MN PWT,Stratocaster,6,22,127.000,25.5,ольха,белый,C:/Users/user/ct/da/lab1-parser/descrs/362.html,C:/Users/user/ct/da/lab1-parser/imgs/362.jpg
Gibson,Les Paul Tribute Satin Tobacco Burst,Stratocaster,6,22,264.000,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/363.html,C:/Users/user/ct/da/lab1-parser/imgs/363.jpg
Jackson,JS32 DKA-M Dinky Black,Stratocaster,6,24,81.000,25.5,липа,белый,C:/Users/user/ct/da/lab1-parser/descrs/364.html,C:/Users/user/ct/da/lab1-parser/imgs/364.jpg
Fender,JIMMY PAGE TELECASTER RW NAT,Telecaster,6,22,260.000,25.5,ясень,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/365.html,C:/Users/user/ct/da/lab1-parser/imgs/365.jpg
FENDER,SQUIER DELUXE STRAT HOT RAILS OLIMPIC WHITE,Stratocaster,6,22,34.000,25.512,липа,белый,C:/Users/user/ct/da/lab1-parser/descrs/366.html,C:/Users/user/ct/da/lab1-parser/imgs/366.jpg
Fender,"PLAYER TELECASTER®, MAPLE FINGERBOARD CAPRI ORANGE",Telecaster,6,22,127.000,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/367.html,C:/Users/user/ct/da/lab1-parser/imgs/367.jpg
Homage,HEG340BK,Stratocaster,6,22,12.850,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/368.html,C:/Users/user/ct/da/lab1-parser/imgs/368.jpg
Yamaha,Pacifica-112VM RM,Stratocaster,6,22,50.990,25.472,ольха шпунтовое соединение,yellow natural satin,C:/Users/user/ct/da/lab1-parser/descrs/369.html,C:/Users/user/ct/da/lab1-parser/imgs/369.jpg
Gibson,2019 LES PAUL MODERN FADED PELHAM BLUE TOP,Les Paul,6,22,584.000,25.5,махагони,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/370.html,C:/Users/user/ct/da/lab1-parser/imgs/370.jpg
Ibanez,S521-MOL MAHOGANY OIL,Stratocaster,6,24,54.000,25.5,махагони,натуральный,C:/Users/user/ct/da/lab1-parser/descrs/371.html,C:/Users/user/ct/da/lab1-parser/imgs/371.jpg
Cort,X 300-BLB X Series,Stratocaster,6,22,60.170,25.512,американская липа  вверх из клена,серый санберст,C:/Users/user/ct/da/lab1-parser/descrs/372.html,C:/Users/user/ct/da/lab1-parser/imgs/372.jpg
CARAYA,E 228 BS,Stratocaster,6,22,18.500,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/373.html,C:/Users/user/ct/da/lab1-parser/imgs/373.jpg
Jackson,DKAF7-BLACK,Superstrat,7,22,114.000,25.5,красное дерево,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/374.html,C:/Users/user/ct/da/lab1-parser/imgs/374.jpg
Fender,Squier Mini Strat V2 BLK,Stratocaster,6,22,37.000,22.7,ольха,красный,C:/Users/user/ct/da/lab1-parser/descrs/375.html,C:/Users/user/ct/da/lab1-parser/imgs/375.jpg
Schecter,REAPER-6 SKY BURST (SSKYB),Stratocaster,6,24,65.990,25.5,болотный ясень,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/376.html,C:/Users/user/ct/da/lab1-parser/imgs/376.jpg
Yamaha,RGX121Z BLACK,Stratocaster,6,22,35.990,25.512,агатис,красный,C:/Users/user/ct/da/lab1-parser/descrs/377.html,C:/Users/user/ct/da/lab1-parser/imgs/377.jpg
Fender,Squier Bullet Strat Tremolo HSS RW Brown Sunburst,Stratocaster,6,21,16.100,25.5,липа,белый,C:/Users/user/ct/da/lab1-parser/descrs/378.html,C:/Users/user/ct/da/lab1-parser/imgs/378.jpg
Gibson,2019 Les Paul Studio SMOKEHOUSE BURST,Stratocaster,6,22,325.000,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/379.html,C:/Users/user/ct/da/lab1-parser/imgs/379.jpg
Gretsch,"G5425 Jet Club, Rosewood Fingerboard Black",Les Paul,6,22,87.000,25.5,липа,черный,C:/Users/user/ct/da/lab1-parser/descrs/380.html,C:/Users/user/ct/da/lab1-parser/imgs/380.jpg
Ibanez,GIO GIO GRG170DXL на левую руку BN,Stratocaster,6,22,36.000,25.5,липа,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/381.html,C:/Users/user/ct/da/lab1-parser/imgs/381.jpg
Gibson,CUSTOM LES PAUL CUSTOM EBONY LIMITED RUN,Les Paul custom,6,22,305.000,24.7,красное дерево,черный,C:/Users/user/ct/da/lab1-parser/descrs/382.html,C:/Users/user/ct/da/lab1-parser/imgs/382.jpg
Gibson,2019 SG MODERN TRANS BLACK FADE,SG,6,22,428.000,25.5,махагони,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/383.html,C:/Users/user/ct/da/lab1-parser/imgs/383.jpg
Ibanez,GRGM21M-BLT,Superstrat уменьшенная,6,22,24.800,25.5,тополь,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/384.html,C:/Users/user/ct/da/lab1-parser/imgs/384.jpg
Ibanez,RGMS8-BK,Stratocaster,8,22,75.000,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/385.html,C:/Users/user/ct/da/lab1-parser/imgs/385.jpg
Encore,E6VW,Stratocaster,6,22,13.990,25.5,липа,белый,C:/Users/user/ct/da/lab1-parser/descrs/386.html,C:/Users/user/ct/da/lab1-parser/imgs/386.jpg
Schecter,SYNYSTER STANDARD,Stratocaster,6,24,81.600,25.5,красное дерево,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/387.html,C:/Users/user/ct/da/lab1-parser/imgs/387.jpg
Fender,PLAYER TELE MN BTB,Telecaster,6,22,183.000,25.5,ольха,кремовый,C:/Users/user/ct/da/lab1-parser/descrs/388.html,C:/Users/user/ct/da/lab1-parser/imgs/388.jpg
Yamaha,Pacifica 112V BL,Stratocaster,6,22,58.990,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/389.html,C:/Users/user/ct/da/lab1-parser/imgs/389.jpg
Yamaha,Pacifica 112VYNS,Stratocaster,6,22,58.990,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/390.html,C:/Users/user/ct/da/lab1-parser/imgs/390.jpg
Fender,"VINTERA '60S JAZZMASTER®, PAU FERRO FINGERBOARD OLYMPIC WHITE",Jazzmaster,6,21,192.000,25.5,ольха,белый,C:/Users/user/ct/da/lab1-parser/descrs/391.html,C:/Users/user/ct/da/lab1-parser/imgs/391.jpg
Gibson,Firebird Studio 2018 Vintage Sunburst,Firebird,6,22,90.000,24.7,ольха,винтажный санберст vintage sunburst,C:/Users/user/ct/da/lab1-parser/descrs/392.html,C:/Users/user/ct/da/lab1-parser/imgs/392.jpg
Jackson,"JS12 DK, AH FB, 24 Fr WHT",Superstrat,6,22,56.000,25.5,тополь,белый,C:/Users/user/ct/da/lab1-parser/descrs/393.html,C:/Users/user/ct/da/lab1-parser/imgs/393.jpg
Yamaha,Pacifica-112J YNS,Stratocaster,6,22,34.990,25.472,ольха,кремовый натуральный,C:/Users/user/ct/da/lab1-parser/descrs/394.html,C:/Users/user/ct/da/lab1-parser/imgs/394.jpg
Jackson,"JS11 DK, AH FB, 22 Fr WHT",Stratocaster,6,22,43.000,25.5,тополь,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/395.html,C:/Users/user/ct/da/lab1-parser/imgs/395.jpg
Cort,CR50-BK,Les Paul,6,22,24.640,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/396.html,C:/Users/user/ct/da/lab1-parser/imgs/396.jpg
Fender,PLAYER STRAT HSS PF BLK,Stratocaster,6,22,160.000,25.5,ольха,черный,C:/Users/user/ct/da/lab1-parser/descrs/397.html,C:/Users/user/ct/da/lab1-parser/imgs/397.jpg
Schecter,SOLO-II CUSTOM ABSN,Stratocaster,6,22,87.990,24.7,красное дерево махагон,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/398.html,C:/Users/user/ct/da/lab1-parser/imgs/398.jpg
Schecter,DEMON-7 FR ABSN,Stratocaster,7,24,53.650,26.5,липа,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/399.html,C:/Users/user/ct/da/lab1-parser/imgs/399.jpg
Ibanez,GRX40-CA,Stratocaster,6,22,23.400,25.5,тополь,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/400.html,C:/Users/user/ct/da/lab1-parser/imgs/400.jpg
Jackson,DEMMELITION FURY PRO T-SN WHT,Explorer,6,24,168.000,25.5,махагони,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/401.html,C:/Users/user/ct/da/lab1-parser/imgs/401.jpg
Cort,X500-Menace-BKS X Series,Stratocaster,6,24,81.880,25.512,красное дерево топ из клена,черный матовый,C:/Users/user/ct/da/lab1-parser/descrs/402.html,C:/Users/user/ct/da/lab1-parser/imgs/402.jpg
Dean,ZX TBZ,Explorer,6,22,53.768,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/403.html,C:/Users/user/ct/da/lab1-parser/imgs/403.jpg
Gibson,Les Paul Standard 2018 Orange Burst,Les Paul standard,6,22,198.287,62.8,красное дерево,blood orange burst,C:/Users/user/ct/da/lab1-parser/descrs/404.html,C:/Users/user/ct/da/lab1-parser/imgs/404.jpg
Schecter,SGR AVENGER MBLK,Stratocaster,6,24,19.990,25.5,липа,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/405.html,C:/Users/user/ct/da/lab1-parser/imgs/405.jpg
Ibanez,GRX40-MGN,Stratocaster,6,22,23.400,25.5,тополь,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/406.html,C:/Users/user/ct/da/lab1-parser/imgs/406.jpg
Yamaha,Pacifica-112J LPB,Stratocaster,6,22,34.990,25.472,ольха,кремовый натуральный,C:/Users/user/ct/da/lab1-parser/descrs/407.html,C:/Users/user/ct/da/lab1-parser/imgs/407.jpg
Fender,"PLAYER TELECASTER® HH, PAU FERRO FINGERBOARD SILVER",Telecaster,6,22,131.000,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/408.html,C:/Users/user/ct/da/lab1-parser/imgs/408.jpg
Epiphone,LES PAUL STUDIO EBONY CH,Les Paul studio,6,22,98.000,62.8,махагони,красный,C:/Users/user/ct/da/lab1-parser/descrs/409.html,C:/Users/user/ct/da/lab1-parser/imgs/409.jpg
Dean,VMNT RIP,Stratocaster,6,22,130.976,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/410.html,C:/Users/user/ct/da/lab1-parser/imgs/410.jpg
Schecter,C-6 Deluxe SBK,Stratocaster,6,24,33.500,25.5,липа,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/411.html,C:/Users/user/ct/da/lab1-parser/imgs/411.jpg
Jackson,"JS32 DKA, AH FB STN BLK",Stratocaster,6,24,75.000,25.5,тополь,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/412.html,C:/Users/user/ct/da/lab1-parser/imgs/412.jpg
Ibanez,GIOGRG170DX BN,Stratocaster,6,22,34.000,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/413.html,C:/Users/user/ct/da/lab1-parser/imgs/413.jpg
Jackson,JS Series King JS32 Matte Army Drab,Stratocaster,6,22,40.000,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/414.html,C:/Users/user/ct/da/lab1-parser/imgs/414.jpg
Schecter,DEMON-6 LH,Stratocaster,6,24,49.990,25.5,липа,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/415.html,C:/Users/user/ct/da/lab1-parser/imgs/415.jpg
Dean,VMNTX CBK,Stratocaster,6,22,58.938,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/416.html,C:/Users/user/ct/da/lab1-parser/imgs/416.jpg
Gibson,Les Paul Standard 60s Iced Tea,Les Paul,6,22,525.000,25.5,махагони,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/417.html,C:/Users/user/ct/da/lab1-parser/imgs/417.jpg
Ibanez,SA260FM-TGB,Stratocaster,6,22,50.000,25.5,огненный кленовый топ  корпус из красного дерева,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/418.html,C:/Users/user/ct/da/lab1-parser/imgs/418.jpg
Yamaha,Pacifica-112J OVS,Stratocaster,6,22,34.990,25.472,ольха,кремовый натуральный,C:/Users/user/ct/da/lab1-parser/descrs/419.html,C:/Users/user/ct/da/lab1-parser/imgs/419.jpg
Schecter,E-1 FR-S TPB (SE),Stratocaster,6,24,122.500,25.5,красное дерево,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/420.html,C:/Users/user/ct/da/lab1-parser/imgs/420.jpg
J&D,80 S NL,Stratocaster,6,22,44.173,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/421.html,C:/Users/user/ct/da/lab1-parser/imgs/421.jpg
Gibson,2019 SG Standard `61 Vintage Cherry,SG,6,22,407.000,62.8,красное дерево,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/422.html,C:/Users/user/ct/da/lab1-parser/imgs/422.jpg
CARAYA,E 211 RD,Stratocaster,6,22,15.200,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/423.html,C:/Users/user/ct/da/lab1-parser/imgs/423.jpg
Cort,CR150-ODS,Les Paul,6,22,25.480,24.724,красное дерево,зеленый оливковый,C:/Users/user/ct/da/lab1-parser/descrs/424.html,C:/Users/user/ct/da/lab1-parser/imgs/424.jpg
Fernandes,LE-1Z BLK/L,Stratocaster,6,22,26.990,25.5,ольха,3х цветный санбёрст 3tone sunburst,C:/Users/user/ct/da/lab1-parser/descrs/425.html,C:/Users/user/ct/da/lab1-parser/imgs/425.jpg
