,price,descr
482,63.99,"Электрогитара SCHECTER PT SPECIAL – это новая модель, выпущенная всемирно известной фирмой SCHECTER в линейке Retro. Классическая форма Телекастера, винтажные колки Grover Deluxe, звукосниматели Schecter Diamond V-90 в бридже и Schecter Diamond VT-1 в неке позволяют добиться именно того самого звучания Телекастера, которое узнаётся по первым аккордам."
483,27.99,
484,28.33,"Электрогитара, санберст, Caraya"
485,101.99,"Популярные электрогитары американской фирмы DEAN, успешно занимают лидирующее место в альтернативном и рок течении музыкантов. Компания Dean Guitars была создана в 1976 году Зелински, Дином, начавшим делать гитары еще в раннем возрасте. Зелински посчитал, что создание дизайнов рок-гитар перешло в стадию застоя и решил сделать всё, что в его силах, чтобы это изменить."
486,71.029,Электрогитара Fender SPECIAL EDITION CUSTOM TELECASTER RW HH представляет собой превосходное сочетание цены и качества.
487,27.4,
488,182.0,"Бренд Ibanez всегда создает современные инструменты с традиционным качеством сборки и непревзойдённым звучанием. Основанный в Нагоя, Япония, бренд Ibanez постоянно стремится выйти на новый уровень, что привело его к статусу одной из первых японских компаний по изготовлению музыкальных инструментов, получивших значительное влияние на европейском и североамериканском рынках. Беспрецедентная приверженность к качеству инструментов продолжала выделять эту компанию среди гитарных производителей высшего эшелона. Эти черты также привели в компанию некоторых из наиболее технически состоявшихся гитаристов мира, чтобы работать с ними в тандеме над созданием подписных моделей электрических гитар. Эти подписные модели гитар создавались совместно с дизайнерами и художниками, и, во многих случаях, они представляют собой точные копии гитар, на которых играют эти выдающиеся музыканты с тех пор как они вышли на сцену. Если вы когда-либо хотели звучать так же, как ваши «герои гитары», именная модель электрогитары, безусловно, лучший вариант для вас!"
489,16.025,"Удачный выбор для музыканта – электрогитара Phil Pro ML-805A. Электрогитара Phil Pro ML-805A занимает первые позиции в рейтинге среди популярных моделей, которые характеризуются высоким качеством и приемлемой стоимостью."
490,52.99,"Schecter OMEN-8 – это электрогитара высочайшего качества, созданная на основе лучших технологий, отработанных веками. Чистое звучание и удобное эргономическое исполнение достигается благодаря огромному опыту компании Schecter в производстве музыкальных инструментов. Schecter OMEN-8 BLK - это отличное соотношение цена — качество."
491,57.0,"Электрогитара LES PAUL BLACK BEAUTY EBONY 3 PICKUP привлечет ваше внимание великолепным внешним видом: черный корпус потрясающе сочетается с золотой фурнитурой и темным грифом. Вы также поразитесь, услышав звучание этой красавицы. Гитара просто создана для любителей классического звучания LES PAUL."
492,41.35,"Schecter C-7 DELUXE – первая гитара ""начального уровня"" в серии SCHECTER Diamond. Эта гитара не только классно выглядит, взяв новый гладкий контур от А-6, но и сочетает в себе профессиональное качество, удобство при игре и тон, который вдохновит любого музыканта. "
493,15.09,Caraya E201STB - шестиструнная электрогитара типа «Stratocaster».
494,207.0,"Эта уникальная гитара из ограниченной серии с автографом Джимми Хендрикса на оборотной стороне грифа. Реверсивная ориентация головки грифа напоминает нам о стиле игры Джимми - он переворачивал свою гитару и перетягивал струны в обратном порядке. Таким образом нижние, толстые струны оказывались более длинные, и звучали плотнее, в то время как на верхних струнах удобнее было выполнять вибрато и другие фишки. "
495,63.99,Гитары серии Pacifica универсальны для игры в различных стилях и отмечены различными наградами за прекрасное звучание. Система звукоснимателей позволяет добиться различных эффектов и вариантов звучания. Крепление грифа выполнено на болтах. 
496,119.99,"Solar Guitars A2.7C LH  7-струнная левосторонняя электрогитара, цвет черный матовый"
497,131.0,"FENDER PLAYER STRAT HSS PF - это шестиструнная электрогитара линейки PLAYER STRAT. Эти электрогитары имеют качественную электронику и фурнитуру, тщательную отделку всех компонентов, которая выполняется мастерами высокой спецификации. Электрогитара обладает ярким стилем и совершенно потрясающим звучанием. Цвет гитары черный. Мензура - 25,5"", электроника пассивная.  Дека электрогитары изготовлена из ольхи. Гриф из клена с накладкой из пау ферро. Ширина верхнего порожка грифа 42 мм. Количество ладов - 22. Крепление грифа к деке выполнено на болтах. На деку гитары установлен комплект звукоснимателей, спецификация - HSS, модели - 1 New Player AlNiCo II humbucker (bridge), 2 New Player AlNiCo V single coils (middle/neck). Этот комплект звукоснимателей формирует богатый и насыщенный саунд электрогитары. На деку установлен тремоло бридж - Tremolo Standart. Эта гитара станет хорошим приобретением для гитаристов, которые ищут не только премиальный фендеровский звук, но и шикарный стиль для сцены. "
498,98.0,
499,72.69,"Гитара для современных музыкантов, которым важна эстетика деталей и материалов в инструменте способным охватить несколько жанров, от джент метала до прогрессивного рока. Вдохновленная уже популярными моделями KX508MS и KX500MS, гитара KX500 Etched - это новая флагманская модель серии KX в традиционной 6-струнной конфигурации, оснащенная хамбакерами Fishman Fluence Modern, которые завоевывают популярность среди серьезных музыкантов благодаря своей универсальности."
500,44.845,"Dean Deceiver DM – это электрогитара от американской компании «Dean Guitars», которая занимается производством музыкальных инструментов уже сорок лет. Не так давно под этим брендом стали выпускаться ещё и фирменные звукосниматели высокого качества."
501,20.99,"Электрогитара Schecter SGR C-7 – это бюджетная семиструнная электрогитара, выпущенная в линейке SGR компании Schecter."
502,59.99,"FGN Boundary Iliad BIL2M 3TS  электрогитара, форма Telecaster, корпус липа, гриф клен, цвет санберст"
503,96.247,"Электрогитара Dean ML 79 с нижней декой из ценной породы красного дерева и с верхней декой из кленовой древесины обладает асимметричной эргономичной формой. Гриф инструмента имеет прочно вклеенную в корпус конструкцию и произведен из красного махагони. Грифовая накладка выполнена из классического индийского палисандра. Отличное сочетание разнообразных видов древесины делает звучание электрогитары сбалансированным и в верхних, и в нижних нотах. Гитара обладает мензурой в 24 дюйма."
504,176.0,"Epiphone 1959 Les Paul Standard –это  ограниченная серию электрогитар Epiphone, созданных в коллаборации с Gibson Custom Shop. Это новые флагманы всех классических лес-полов Epiphone, с самой лучшей начинкой и комплектацией среди всей серии “Inspired by Gibson”!"
505,149.934,"Dean ML SEL - электрогитара H+H, 22 лада, махагон."
506,50.0,"Ничто так не наполняет вашу игру вдохновением, как ощущение инструмента, сделанного с высокой точностью, способного интерпретировать каждое ваше движение, наполняя его энергией и мощностью. Модели серии RGA отличаются впечатляющей многофункциональностью и прекрасно подходят для извлечения густых, плотных риффов. IBANEZ RGA42EX-BAM - 6-струнная электрогитара из серии RGA, характеризующаяся изящным корпусом узнаваемой формы с двумя вырезами, предлагающая неограниченную играбельность и обладающая мощным плотным звуком, идеально подходящим для тяжелой музыки, рока и метала. Корпус RGA42EX-BAM сделан из Меранти. Гриф Wizard III – тонкий, очень удобный при игре, выполнен из клёна. Накладка – ятоба, с инкрустацией ладов белыми точками, смещёнными к верхней части грифа. Радиус накладки - 400 мм. Звукосниматели - два мощных пассивных хамбакера Quantum открытого типа c керамическими магнитами. Такие звукосниматели выдают мощные низкие частоты и усиленную середину, четкие и великолепно артикулированные верха. Переключатель звукоснимателей - 5-позиционный. Для настройки звука предусмотрены регуляторы громкости и тона. Представленная модель стильно выглядит в черном цвете ""хамелеон"" с матовой отделкой, выгодно демонстрирующей красивую фактуру корпуса, с головой грифа в цвет корпуса и черной фурнитурой."
507,39.99,"Компактные трэвел-гитары Carry-on разработаны Blackstar совместно с мастерами британского гитарного бутика Gordon Smith Guitars. В результате тщательной работы на свет появились инструменты, которые при своих небольших габаритах, звучат и ощущаются весьма «по-взрослому». Корпус и гриф изготовлены из цельных кусков дерева окоуме (габонский махагон) в сочетании со вклеенным грифом и струнами, проходящими сквозь корпус дает максимальное насыщение звука обертонами древесины, яркую атаку и сочный сустейн. Гриф имеет накладку из лаврового дерева и оснащен 18-ю ладами. При мензуре 20.7” такое количество ладов оптимально с т.з. их ширины и баланса инструмента. Полноразмерный» тембр и ощущение обеспечиваются также тем, что на гитаре стандартно устанавливаются струны калибра 12-54, оптимальное натяжение. Инструменты тщательно отделаны, начиная с лака и заканчивая окантовкой корпуса и трехслойным пикгардом. Специально разработанный мини-хамбакер с возможностью отсечки катушки позволяет играть в любом стиле от винтажного до экстремального. В комплект Carry-On Deluxe входит помимо гитары: - Мини-усилитель Blackstar Fly 3 Bluetooth - Чехол премиального качества с несколькими карманами, включая специальный карман для комбика - Премиальный кабель в тканой оплетке - Ремень - Три медиатора - Дорожный блокнот с механическим карандашом для записи творческих мыслей."
508,51.99,Schecter OMEN EXTREME-6 FR -
509,30.19,"Современные гитары серии X Series расчитаны на мощь, скорость и агрессию. Контуры корпуса и грифа обеспечивают комфорт и обладают высокотехнологичным видом. Супер быстрый гриф и высокие лады джамбо облегчают скоростную и точную игру - от жестких запилов до сурового ритма металла. "
510,65.488,"Популярные электрогитары американской фирмы DEAN, успешно занимают лидирующее место в альтернативном и рок течении музыкантов. Компания Dean Guitars была создана в 1976 году Зелински, Дином, начавшим делать гитары еще в раннем возрасте. Зелински посчитал, что создание дизайнов рок-гитар перешло в стадию застоя и решил сделать всё, что в его силах, чтобы это изменить."
511,98.0,"Epiphone Les Paul Studio – это новый, полностью переработанный Studio, придуманный заново по подобию Gibson. Отныне, слово Studio обозначает не урезанную комплектацию, а надежную основу, на которой строятся все лес-полы Epiphone и Gibson, без каких-либо косметических излишеств – корпус  и гриф из высококачественного махагони, полноценный топ из клена и пара мощных, универсальных звукоснимателей."
512,15.99,"Encore LH-E6BLK  левосторонняя электрогитара, форма Stratоcaster, SSS, цвет черный"
513,55.0,"Серия RG самые узнаваемые и отличительные гитары в ассортименте IBANEZ. За три десятилетия своего существования, эта линейка пополнилась высокопроизводительными, качественными и мощными инструментами, с узнаваемым, пробивным звучанием. Электрогитара оборудована кленовым грифом с накладкой из клена и профилем грифа - Wizard III. Дека гитары сделана из Меранти. На деку инструмента установлено два звукоснимателя: Н-Н. Модели звукоснимателей - Quantum (H) (Passive/Ceramic) и Quantum (H) (Passive/Ceramic). Этот инструмент станет прекрасным приобретением для гитаристов, играющих рок и инструментальную музыку. Все инструменты этой линейки представляют собой прекрасное сочетание классического стиля и узнаваемого рокового звучания."
514,216.0,"Fender Ritchie Blackmore Strat Owt - это шестиструнная, подписная электрогитара легендарного гитариста Ritchie Blackmore. Электрогитара создана на основе классического '70s Stratocaster, который имеет гриф из клена с накладкой из палисандра со скалопированными ладами. В инструментах этой линейки производитель реализовал все особегнности конструкции и звучания гитары легендарного гитариста. Электрогитары серии RITCHIE BLACKMORE STRAT пользуются особой популярностью среди профессионалов и почитателей мощных гитарных рифов Ричи Блэкмора. Производитель, компания Fender является известным во всем мире брендом, выпускающим инструменты, ставшие классикой на многие десятилетия."
515,22.255,"Серия электрогитар SGR by Schecter смешивает в себе наиболее популярный корпус по привлекательно низкой стоимости. Schecter SGR 006 FR Характеризуются они липовым корпусом и накладкой из материала палисандр, двумя хамбакерами Diamond Plus и простеньким дизайном, но в совокупности устанавливают новые стандарты."
516,296.0,"Fender American Original '50s Telecaster – современный инструмент, сохранивший все черты оригинальной модели, которые сделали Телекастер звездой как в студии, так и на сцене, и дополненный современной электроникой. Telecaster пятидесятых – это идеальный рабочий инструмент, который совершил настоящую революцию в мире музыки. Благодаря своему задавшему новый тренд звуку, уникальному дизайну и ощущениям при игре Телекастер заложил основу современного стиля кантри, блюза и даже металла (в руках Джимми Пейджа). Синглы Pure Vintage '59 воссозданы настолько исторически правильно, насколько это возможно. Профиль грифа Thick U и накладка радиуса 9,5 дюймов делают игру более комфортной. Аутентичные черты модели включают лады Vintage Tall, фурнитуру и бридж в ретро стиле, винтажный жесткий кейс и лакированное покрытие, которое не только дает возможность дереву «дышать», но и позволяет гитаре красиво стареть."
517,29.99,"Серия Vintage пользуется заслуженной репутацией в области создания великолепных винтажных электрогитар. V6HMBB - это результат работы с признанным гуру гитарной индустрии Тревором Уилкинсоном, инструмент оснащенный превосходными звукоснимателями и фурнитурой, который поднимет вашу игру на новый уровень. Традиционный дизайн Vintage V6HMBB сочетается с современными элементами, что делает представленную модель идеальной для музыкантов, которым необходим гибкий и функциональный 6-ти струнный инструмент."
518,15.9,"Cort X-2 – недорогая электрогитара серии Х в корпусе типа «суперстрат» с двойным катавеем создана для скорости, агрессии и мощи. Контуры корпуса и болтовое крепление грифа дадут необходимый комфорт, придавая отличный высокотехнологичный вид. Используются струны D'Addario EXL110. Гриф из канадского твердого клёна с накладкой из палисандра радиуса 400 мм и U-профиль идеально подходят для агрессивных высокотехничных жанров музыки, требующих быстрого перебирания струн, яркого легато и техники тэппинга. Широкие 24 лада Jumbo 2.9 мм с белыми маркерами позволяют пальцам летать вверх и вниз по грифу с необычайной легкостью. Двухточечный поворотный тремоло-бридж Full Action II Tremolo типа Fulcrum в винтажном стиле с отличной стабильностью настройки даёт превосходную функциональность и надежную передачу вибрации струн корпусу. У гитары также хромированная фурнитура и литые колки, мензура – 648 мм. Наконец, два хамбакера с полюсными наконечниками Powersound PSEG4-1F в позиции грифа и Powersound PSEG4-1R в позиции бриджа обеспечивают классический «хамбакерный» тон, давая великолепное соотношение «цена/качество» всему инструменту в целом."
519,106.0,"IBANEZ RG550 - это 6-струнная электрогитара линейки RG, произведенная в Японии. Электрогитары линейки RG являются самыми узнаваемыми инструментами. За три десятилетия своего существования, эта линейка пополнилась высокопроизводительными, качественными и мощными инструментами, с узнаваемым, пробивным саундом. Электрогитара оборудована 5-составным грифом из клена/орех с накладкой из клена. Профиль грифа - Super Wizard HP 5pc. Дека гитары сделана из липы. На деку установлен бридж Edge tremolo bridge. Количество ладов грифа - 24 (Jumbo), мензура - 25,5"" (648 мм). "
520,53.768,Шестиструнная красавица электрогитара Dean VXL CBK предназначена для гитаристов с ударной левой рукой. Корпус изготовлен из массива американской липы и имеет V-образную форму. Гриф сделан из массива кленовой древесины. Накладка на него изготовлена из массива палисандрового дерева. К корпусу гриф крепится при помощи болтов. Длина мензуры двадцать четыре дюйма. На гитаре установлен бридж типа Tune-O-Matic. Колки обычные для гитар этого бренда Die Cast. Другая гитарная фурнитура покрыта черной краской. Данная гитара обладает превосходным сбалансированным и чистым звучанием.
521,41.42,"Электрогитара, красная, Cort"
522,51.99,Schecter OMEN EXTREME-6 FR -
523,26.88,Электрогитара Dean VN1F.
524,145.0,"Если Вам нужна электроакустическая гитара, которую можно использовать не только на репетициях, но и в студии, то "
525,67.0,"FENDER SQUIER Classic Vibe 60s MUSTANG LRL SNB – воссоздание чрезвычайно популярной модели шестидесятых годов из линейки Squier Classic Vibe. Эта компактная гитара в обтекаемом корпусе Mustang® узнаваемой асимметричной формы обладает мощным звучанием, достигаемым благодаря двум синглам с магнитами Alnico собственной разработки Fender. Ретро-дизайн модели дополняют надписи на голове грифа в стиле шестидесятых, дорого выглядящая никелированная фурнитура, тонированное глянцевое уретановое покрытие грифа, колки в винтажном стиле. Корпус гитары выполнен из тополя. Тонкий кленовый гриф профиля «С» оснащен удобной накладкой радиуса 9,5 дюймов из терминалии. Музыканты с небольшим размером руки оценят по достоинству удобство укороченной 24-дюймовой мензуры. На грифе 22 лада Narrow Tall с инкрустацией белыми точками. Регуляторы: громкость и тембр. Бридж - плавающее тремоло Vintage-Style. Представленная модель – элегантного светло-голубого цвета «Sonic Blue» с глянцевым полиуретановым покрытием, четырехслойным черепаховым пикгардом."
526,447.0,"Обновленный Les Paul Classic с грифом Slim Taper. Корпус из красного дерева с кленовым топом. Звукосниматели - Burstbucker 61R (Zebra) и Burstbucker 61T(Zebra)﻿﻿. ﻿﻿2 push/pull﻿ ручки громкости, 2 push/pull ﻿ручки тона﻿﻿."
527,132.0,"Charvel PM SD2 HH JOE D STN WHT – шестиструнная электрогитара, подписная модель фронтмена французской группы Gojira, вокалиста и гитариста Джо Дюплантье. Это гитара отличного качества с современной электроникой и прекрасными звуковыми характеристиками, доступная по весьма демократичной цене."
528,72.0,"Ультимативное сочетание современного мощного звука (благодаря активным звукоснимателям EMG и материалам корпуса гитары), стильного дизайна и традиционной формы модели "
529,84.0,Шестиструнная электрогитара.
530,54.89,"Гитара электрическая Schecter BANSHEE-7 EXTREME семиструнная, крепление грифа: на болтах."
531,45.79,"CR200-FBL Classic Rock Электрогитара, синяя, Cort"
532,14.48,"Данная модель оснащена корпусом ""стратокастер"", который сделан из отборных массивов липы, вклееный гриф же сделан из волнистого клена с накладкой из палисандра. Основное достоинство данной серии - замечательный и стильный дизайн. Превосходная гитара для домашней игры, записи музыки или обучения. "
533,39.99,Электрогитара  Fernandes RX08.
534,91.99,Новинка для 2015 года серия Hellraiser Passive – пассивная версия знаменитой серии Hellraiser.
535,168.0,"IBANEZ RG652AHM - это 6-струнная электрогитара линейки Prestige, произведенная в Японии. Электрогитары линейки RG являются самыми узнаваемыми инструментами. За три десятилетия своего существования, эта линейка пополнилась высокопроизводительными, качественными и мощными инструментами, с узнаваемым, пробивным саундом. Электрогитара оборудована 5-составным грифом из клена/орех с накладкой из клена. Профиль грифа - Super Wizard HP 5pc. Дека гитары сделана из ясеня. На деку установлен бридж Edge tremolo bridge. Количество ладов грифа - 24, мензура - 25,5"" (648 мм). На деку инструмента установлено два звукоснимателя, спецификация: Н-Н. Модели звукоснимателей - DiMarzio® Air Norton™ (H) neck pickup (Passive/Alnico) и DiMarzio® The Tone Zone® (H) bridge pickup (Passive/Alnico). Этот инструмент пользуется популярностью среди гитаристов, играющих рок и инструментальную музыку. Все инструменты этой линейки представляют собой прекрасное сочетание классического стиля и узнаваемого рокового звучания. Гитара комплектуется фирменным кейсом. "
536,35.99,
537,109.99,"YAMAHA PACIFICA611VFM TBL -  электрогитара серия Pacifica, H-H, огненный клён, цвет черный."
538,59.834,"Dean MLXL CBK – электрогитара типа «стелс»,корпус и топ изготовлены из американской липы, гриф из клена с палисандровой накладкой и крепится к корпусу на болтах. На гитаре установлен бридж Tune-O-Matic,колки Die Cast и звукосниматели DMT Design. Левосторонняя версия инструмент."
539,54.99,"FGN Boundary Odyssey BOS2GHH SWH  электрогитара, корпус  липа, гриф - клен/палисандр, HH, цвет белый"
540,65.0,"Электрогитара, цвет серо-зеленый Gretsch G2210 STRML JR Jet CLB GNMTL"
541,180.782,"Электрогитара, именная модель Золтана Батори (Five Finger Death Punch), цвет Ferrari Red, ограниченный выпуск."
542,8.4,Электрогитара Rockdale DS-ST112 - отличный выбор для начинающих музыкантов! 
543,97.76,"Электрогитара, мультимензурная, черная, Cort"
544,61.406,"JACKSON X Series Soloist™ SLX Koa - шестиструнная электрогитара из линейки X Series в элегантном обтекаемом корпусе эргономичного дизайна Soloist™. Это многофункциональный инструмент с великолепным звуком и широкими возможностями, идеально подходящий для скоростной игры."
545,316.0,"Результатом совместной работы компании Fender и музыканта Jim Root, участника групп Stone Sour и Slip Knot"
546,30.676,DEAN VN1 Электрогитара Vendetta 1.0
547,21.21,Официальный сайт интернет-магазина Jazz-Shop.ru представляет вашему вниманию модель Cort G110. Это 
548,135.0,"Epiphone Firebird – это новое воплощение оригинального дизайна Gibson Firebird 1963-го года. Особая форма Firebird, основаная на автомобильных дизайнах 60-х годов, моментально обрела массу поклонников в жанре блюза, а впоследствии и хард-рока."
549,48.0,"Squier® Affinity Series™ Jazzmaster® - это современная электрогитара, сочетающая в себе легендарный дизайн и классический фендеровский звук. Модель Squier® Affinity Series™ Jazzmaster® отличается несколькими удобными для игроков усовершенствованиями, такими как тонкий и легкий корпус, кленовый гриф с тонким и удобным профилем «С», современный двухточечный тремоло бридж и герметичные литые колки со сплит валами для плавной и точной настройки. За звук отвечают два керамических сингла Squier Jazzmaster, предлагающие звуковое разнообразие. Переключатель – трехпозиционный, регуляторы: мастер громкость и мастер тон. Модель имеет стильный внешний вид и удобна при игре, поэтому с ней можно смело появиться на публике и показать свое мастерство в игре на гитаре."
550,20.5,
551,131.0,"Fender PLAYER STRAT HSS MN- это шестиструнная электрогитара линейки PLAYER STRAT. Эти электрогитары имеют качественную электронику и фурнитуру, тщательную отделку всех компонентов, которая выполняется мастерами высокой спецификации. Электрогитара обладает ярким стилем и совершенно потрясающим звучанием. Цвет гитары черный. Мензура - 25,5"", электроника пассивная. "
552,167.0,"Ibanez UV70P - стильная рок-гитара имеет форму корпуса Superstrat. Являясь именной моделью Steve Vai, она сочетает в себе лучшие особенности, наработанные за годы существования Ibanez. Стоит отметить звукосниматели Di Marzio Blaze, их в этой модели целых три: 2 хамбакера стоят у нека и у бриджа, а посередине корпуса вмонтирован сингловый датчик. Подобраны они с учетом взаимодополнения, что, в сочетании с корпусом из американской липы дает сбалансированный, глубокий тон."
553,50.99,"Yamaha PACIFICA 112VM GR - электрогитара серия PACIFICA, S-S-H,отсечка катушки хамбакера, цвет серый. Магниты Alnico V, которые используются в звукоснимателях, установленных в модели Pacifica 112VM, придают звучанию гитары чистый, отлично читающийся тембр с хорошей проекцией."
554,100.0,
555,190.118,"FENDER VINTERA '60S MUSTANG® - электрогитара в винтажном стиле, созданная для музыкантов, которые хотят получить звук и стиль золотой эры Fender. Представленная в 2019 году модификация Vintera обладает характерными чертами гитар шестидесятых годов, в том числе аутентичным профилем грифа «’60s C» с накладкой из пао ферро радиуса 7,25 дюймов и звукоснимателями, которые сделали Мустанг легендой. Корпус узнаваемой асимметричной формы выполнен из традиционного для гитар Fender материала - ольхи, которая позволяет получить отлично сбалансированный по частотным характеристикам звук. За аутентичное звучание инструмента отвечают два сингла Vintage-Style '60s Mustang® с трехпозиционным переключателем. Они позволяют воспроизвести кристально чистый, четкий, великолепно артикулированный звук классических моделей шестидесятых, сделавший гитары Fender легендой. Бридж – тремоло 6-Saddle Vintage-Style Mustang. Гитара выпускается в трех вариантах цветового исполнения. Представленная модель – классического цвета «трёхцветный санбёрст» с глянцевым покрытием, контрастным четырехслойным перламутровым пикгардом."
556,149.934,"Dean RC7X - 7 струнная электрогитара из именной серии Rusty Cooley Signature Series (Rusty Cooley)- один из самых техничных и быстрых гитаристов в США). Корпус и топ этого инструмента изготовлены из ольхи. Гриф - кленовый с накладкой из черного дерева, крепится к корпусу на болтах. На гитаре установлены звукосниматели EMG707, также следует отметить Floyd Rose. Цвет инструмента - Графика ""Черепа"". "
557,138.0,"Когда для всего мира наступил 2020 год, для бренда EPIPHONE начался “год ноль”. Начиная с 1957 года, когда компания Gibson взяла Epiphone под свое крыло, дизайн и модельный ряд электрогитар Epiphone развивался по своему собственному пути, хотя и был основан на классических формах Gibson – Les Paul, SG, ES-335 и других. Но в 2020 году все изменилось раз и навсегда! Опыт и идеи Gibson и Epiphone, накопленные за последние 63 года, объединились, чтобы создать абсолютно новую серию электрогитар – "
558,87.0,"Gretsch G5426 Jet Club – гитара из серии Electromatic от знаменитого американского производителя. Дека электрогитары формы Jet™ с одним вырезом выполнена, как и у всех инструментов данной линейки, из липы, изогнутая верхняя дека - из ламинированного клёна."
559,61.5,"Schecter SUN VALLEY SUPER SHREDDER PT-FR - 6-ти струнная электрогитара. Данный суперстрат из семейства SCHECTER представляет из себя довольно качественно собранный и хорошо звучащий инструмент. На борту этого зверя установлены активные звукосниматели EMG Retro Active Hot 70, 22 лада X-Jumbo, а так же отличный Floyd Rose Special - гитара удовлетворяет всем требованиям для шред-игры."
